,transactionid,accountid,transactionamount,transactiondate,transactiontype,location,deviceid,ip_address,merchantid,channel,customerage,customeroccupation,transactionduration,loginattempts,accountbalance,previoustransactiondate,transaction_hour,transaction_day,is_senior_citizen,amount_category
851,TX002150,AC00110,1250.94,2023-02-28 17:45:00,Debit,Columbus,D000282,35.67.21.23,M054,ATM,36,Doctor,107,2,11565.97,2024-11-04 08:08:00,17,Tuesday,0,High
852,TX000075,AC00265,1212.51,2023-10-04 16:36:00, Debit ,Indianapolis,,193.83.0.183,M036,Branch,20,Student,24,1,605.95,2024-11-04 08:06:00,16,Wednesday,0,High
853,TX000197,AC00426,199.39,2023-08-21 16:16:00,Debit,Colorado Springs,,194.88.79.54,M023,Branch,69, Retired ,165,1,7264.79,2024-11-04 08:09:00,16,Monday,1,Medium
854,TX002185,AC00159,230.51,2023-02-17 18:01:00,Credit,Memphis,,42.219.228.159,M062,Branch,51,Engineer,56,1,9522.37,2024-11-04 08:10:00,18,Friday,0,Medium
855,TX001249,AC00073,406.81,2023-12-05 16:32:00,Debit,New York,D000073,207.157.126.125,M016,Online,66,Retired,84,1,1968.36,2024-11-04 08:08:00,16,Tuesday,1,High
856,TX002353,AC00376,213.25,2023-02-23 17:30:00,Debit,San Francisco,D000441,71.93.189.160,M076,Branch,25,Student,63,1,677.79,2024-11-04 08:08:00,17,Thursday,0,Medium
857,TX001253,AC00460,379.54,2023-01-03 17:14:00,Credit,Indianapolis,D000668,109.105.179.186,M040,Branch,41,Doctor,118,1,12571.76,2024-11-04 08:06:00,17,Tuesday,0,High
859,TX000741,AC00153,381.62,2023-01-27 16:40:00,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,64,Retired,164,1,6009.12,2024-11-04 08:11:00,16,Friday,1,High
860,TX001124,AC00369,125.14,2023-08-28 17:19:00,Debit,Baltimore,D000133,48.89.167.189,M080,Branch,20,Student,31,1,1845.18,2024-11-04 08:10:00,17,Monday,0,Medium
861,TX000414,AC00400,135.03,2023-02-24 17:00:00, Debit ,San Francisco,D000029,74.58.165.67,M097,ATM,23,Student,180,1,1278.0,2024-11-04 08:08:00,17,Friday,0,Medium
862,TX000471,AC00371,7.5,2023-02-17 16:08:00, Debit , Dallas ,D000181,203.197.235.35,M054,Online,63, Retired ,36,1,"$6,485.78",2024-11-04 08:11:00,16,Friday,1,Low
863,TX000088,AC00373,568.07,2023-08-28 17:03:00,Debit,Washington,D000018,8.243.4.138,M054,ATM,48, Doctor ,115,1,"$10,556.81",2024-11-04 08:07:00,17,Monday,0,High
864,TX000726,AC00067,1309.79,2023-03-06 16:33:00, Debit ,San Francisco,D000251,3.200.166.167,M004,ATM,23,Student,139,1,1258.93,2024-11-04 08:11:00,16,Monday,0,High
866,TX000109,AC00423,503.76,2023-11-27 18:32:00,Debit,Los Angeles,D000518,216.151.64.40,M083,Online,22, Student ,35,1,447.82,2024-11-04 08:09:00,18,Monday,0,High
867,TX001529,AC00459,111.79,2023-12-26 17:40:00,Debit, Jacksonville ,D000530,110.235.207.187,M056,Online,62,Doctor,49,1,10887.59,2024-11-04 08:11:00,17,Tuesday,1,Low
868,TX002436,AC00033,305.92,2023-12-06 16:42:00,Debit,El Paso,D000128,136.172.149.77,M057,ATM,72,Retired,88,1,1445.47,2024-11-04 08:08:00,16,Wednesday,1,Medium
869,TX000321,AC00441,231.71,2023-04-24 17:01:00, Debit , Raleigh ,D000315,26.105.49.129,M060,Branch,27,Student,148,1,1127.98,2024-11-04 08:07:00,17,Monday,0,Medium
870,TX000003,AC00019,,2023-07-10 18:16:00,Debit,Mesa,D000235,215.97.143.157,M009,Online,19, Student ,56,1,1122.35,2024-11-04 08:07:00,18,Monday,0,
871,TX001753,AC00122,303.43,2023-06-06 17:32:00, Debit ,Virginia Beach,,200.136.146.93,M029,Branch,22,Student,30,1,"$1,833.24",2024-11-04 08:08:00,17,Tuesday,0,Medium
872,TX000709,AC00201,313.65,2023-01-30 16:08:00,Credit,Chicago,D000288,57.232.212.116,M017,Branch,55,Retired,173,1,1886.36,2024-11-04 08:10:00,16,Monday,0,Medium
873,TX000674,AC00130,197.49,2023-07-03 16:36:00, Credit , ##### ,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,2024-11-04 08:06:00,16,Monday,0,Medium
874,TX002010,AC00341,17.43,2023-02-23 16:21:00,Debit,Albuquerque,D000574,155.19.119.0,M042,ATM,56,Doctor,33,1,10658.88,2024-11-04 08:08:00,16,Thursday,0,Low
875,TX002266,AC00089,241.21,2023-09-25 16:37:00,Debit,Omaha,D000264,116.237.223.50,M037,ATM,31, Engineer ,108,1,1220.86,2024-11-04 08:09:00,16,Monday,0,Medium
877,TX000456,AC00307,219.63,2023-11-10 16:06:00,Debit, ##### ,D000220,146.47.189.38,M002,ATM,48,Doctor,44,1,8013.63,2024-11-04 08:07:00,16,Friday,0,Medium
878,TX001890,AC00213,777.92,2023-06-12 18:56:00,Debit,,,194.88.79.54,M045,Branch,62, Doctor ,97,1,7061.58,2024-11-04 08:09:00,18,Monday,1,High
879,TX001637,AC00126,125.0,2023-06-05 16:19:00,Credit,Indianapolis,D000617,98.39.212.221,M046,Online,49,Engineer,177,1,3215.76,2024-11-04 08:11:00,16,Monday,0,Medium
880,TX001595,AC00297,261.19,2023-01-12 17:12:00, Debit , ##### ,D000608,88.55.149.101,M078,ATM,64,Retired,52,1,7620.6,2024-11-04 08:09:00,17,Thursday,1,Medium
881,TX000302,AC00488,744.41,2023-07-31 16:35:00,Credit, Houston ,D000115,24.181.236.233,M095,Online,39,Engineer,107,1,8842.47,2024-11-04 08:11:00,16,Monday,0,High
883,TX000267,AC00178,66.9,2023-04-17 16:50:00, Credit , Charlotte ,D000221,138.210.196.19,M021,Online,79,Retired,129,4,5238.71,2024-11-04 08:10:00,16,Monday,1,Low
884,TX000682,AC00356,,2023-08-02 16:01:00, Debit ,San Jose,D000100,9.230.41.239,M046,Branch,31,Engineer,296,1,8885.0,2024-11-04 08:09:00,16,Wednesday,0,
885,TX000629,AC00358,,2023-07-03 17:56:00, Credit , Boston ,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,2024-11-04 08:07:00,17,Monday,0,
886,TX000404,AC00020,353.82,2023-04-10 17:57:00, Debit ,Milwaukee,D000043,72.128.135.172,M035,ATM,42,Doctor,143,1,705.75,2024-11-04 08:06:00,17,Monday,0,High
887,TX001386,AC00292,23.01,2023-06-09 18:33:00,Debit,,D000363,55.154.161.250,M090,Branch,63,Retired,166,1,5958.75,2024-11-04 08:09:00,18,Friday,1,Low
888,TX001961,AC00377,301.51,2023-02-24 16:33:00, Debit , Charlotte ,D000509,193.190.29.63,M089,ATM,22, Student ,284,1,1052.31,2024-11-04 08:11:00,16,Friday,0,Medium
889,TX000807,AC00053,24.77,2023-11-01 16:55:00, Credit ,Nashville,D000449,223.32.70.156,M002,Online,40, Engineer ,17,1,$478.23,2024-11-04 08:07:00,16,Wednesday,0,Low
890,TX001241,AC00053,137.59,2023-01-03 16:27:00,Debit,Nashville,D000439,161.25.82.11,M065,ATM,30,Doctor,95,1,10679.67,2024-11-04 08:11:00,16,Tuesday,0,Medium
891,TX001349,AC00094,31.7,2023-06-01 16:56:00,Credit, Raleigh ,D000596,113.134.242.82,M074,ATM,48,Doctor,121,1,743.9,2024-11-04 08:08:00,16,Thursday,0,Low
892,TX002270,AC00197,25.77,2023-10-02 16:32:00,Debit, Memphis ,D000428,93.170.203.44,M054,Online,68, Retired ,18,1,4331.54,2024-11-04 08:06:00,16,Monday,1,Low
893,TX001953,AC00350,1496.57,2023-02-27 16:18:00, Debit ,Memphis,D000139,182.84.41.229,M092,Online,33, Engineer ,95,1,969.06,2024-11-04 08:06:00,16,Monday,0,High
894,TX001942,AC00360,361.22,2023-04-17 17:58:00,Debit,Raleigh,D000338,173.135.78.201,M028,ATM,64, Retired ,167,1,7061.73,2024-11-04 08:10:00,17,Monday,1,High
895,TX000052,AC00482,,2023-02-21 17:45:00,Debit, Omaha ,D000598,179.43.245.131,M015,Online,51,Engineer,264,1,5183.85,2024-11-04 08:09:00,17,Tuesday,0,
896,TX000318,AC00310,350.94,2023-10-30 17:17:00, Debit ,Colorado Springs,D000154,100.137.90.188,M013,ATM,20,Student,64,1,$221.56,2024-11-04 08:10:00,17,Monday,0,High
897,TX000623,AC00354,1162.42,2023-08-23 16:35:00,Credit, Detroit ,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,2024-11-04 08:09:00,16,Wednesday,0,High
898,TX001631,AC00175,124.74,2023-11-27 16:33:00, Debit ,Los Angeles,D000302,39.163.103.27,M038,ATM,49, Engineer ,33,1,2987.97,2024-11-04 08:08:00,16,Monday,0,Medium
899,TX002369,AC00202,,2023-09-22 17:40:00,Debit, Nashville ,D000111,193.108.17.115,M047,Branch,26, Student ,16,1,"$8,932.39",2024-11-04 08:09:00,17,Friday,0,
900,TX000810,AC00083,8.65,2023-11-20 16:28:00,Debit,Mesa,D000105,217.233.219.196,M060,ATM,68,Retired,198,1,4201.22,2024-11-04 08:11:00,16,Monday,1,Low
901,TX001423,AC00207,38.14,2023-12-28 16:51:00,Debit,,D000572,113.134.242.82,M026,Online,19,Student,174,1,1119.21,2024-11-04 08:09:00,16,Thursday,0,Low
902,TX002018,AC00453,270.56,2023-02-17 16:57:00,Debit,Philadelphia,D000203,57.166.147.242,M038,Online,23,Student,139,1,1268.44,2024-11-04 08:08:00,16,Friday,0,Medium
903,TX000091,AC00106,716.93,2023-09-14 16:49:00,Credit, Milwaukee ,D000322,101.223.82.253,M052,Online,60,Retired,34,1,4064.02,2024-11-04 08:08:00,16,Thursday,1,High
904,TX002083,AC00005,359.51,2023-11-30 18:08:00,Debit,Charlotte,D000144,32.169.88.41,M010,Online,79,Retired,157,1,7153.72,2024-11-04 08:12:00,18,Thursday,1,High
905,TX000068,AC00460,521.06,2023-04-18 18:40:00,Debit, Albuquerque ,D000305,131.41.45.13,M063,Branch,25, Student ,128,1,1951.42,2024-11-04 08:12:00,18,Tuesday,0,High
906,TX000558,AC00402,,2023-07-05 17:49:00,Debit, Jacksonville ,D000119,161.161.26.115,M016,Online,31,Doctor,137,1,7198.8,2024-11-04 08:09:00,17,Wednesday,0,
907,TX001299,AC00060,641.06,2023-12-11 16:09:00, Debit , Colorado Springs ,,116.106.207.139,M099,ATM,23,Student,25,1,1602.13,2024-11-04 08:07:00,16,Monday,0,High
908,TX000124,AC00066,331.65,2023-08-25 17:26:00, Debit ,Portland,D000037,26.240.219.199,M006,Online,41,Engineer,61,1,"$4,172.57",2024-11-04 08:11:00,17,Friday,0,High
909,TX000362,AC00192,788.84,2023-05-17 17:00:00, Debit , Phoenix ,D000402,4.105.134.118,M055,Online,58, Retired ,231,1,1913.73,2024-11-04 08:09:00,17,Wednesday,0,High
910,TX002377,AC00027,277.02,2023-11-13 16:16:00,Credit,Denver,D000561,65.149.11.248,M042,ATM,46,Doctor,227,1,8586.38,2024-11-04 08:09:00,16,Monday,0,Medium
911,TX000270,AC00171,97.98,2023-02-06 16:09:00,Debit,,D000470,211.42.9.0,M033,Branch,72,Retired,18,1,7460.33,2024-11-04 08:08:00,16,Monday,1,Low
912,TX000777,AC00354,176.11,2023-08-10 16:48:00, Debit ,San Jose,D000566,86.220.59.252,M091,Branch,38, Engineer ,105,1,9155.35,2024-11-04 08:10:00,16,Thursday,0,Medium
913,TX001999,AC00235,61.33,2023-09-20 18:18:00, Debit ,Raleigh,D000201,167.95.191.52,M018,ATM,27,Engineer,129,1,7537.4,2024-11-04 08:06:00,18,Wednesday,0,Low
914,TX001962,AC00276,418.03,2023-09-04 17:46:00,Debit, Austin ,D000391,47.167.178.158,M051,Online,58,Doctor,161,1,10721.29,2024-11-04 08:08:00,17,Monday,0,High
915,TX000714,AC00382,98.81,2023-09-04 16:48:00, Debit ,San Francisco,D000430,38.210.156.148,M047,Branch,27, Student ,91,1,797.1,2024-11-04 08:08:00,16,Monday,0,Low
916,TX002050,AC00317,864.72,2023-08-25 16:35:00,Credit,Detroit,,161.71.2.223,M018,Branch,34,Engineer,58,1,7379.38,2024-11-04 08:11:00,16,Friday,0,High
917,TX002277,AC00093,1021.38,2023-01-27 18:59:00, Debit ,Detroit,,62.152.134.92,M013,Branch,61,Doctor,125,1,"$6,223.26",2024-11-04 08:08:00,18,Friday,1,High
918,TX000666,AC00393,152.18,2023-08-07 16:57:00,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,2024-11-04 08:10:00,16,Monday,0,Medium
919,TX002364,AC00327,21.9,2023-04-10 17:04:00,Debit, Phoenix ,D000216,136.172.149.77,M084,ATM,28, Student ,30,1,1052.27,2024-11-04 08:11:00,17,Monday,0,Low
920,TX000628,AC00403,22.81,2023-05-29 17:53:00,Debit,New York,D000065,81.102.230.41,M083,Online,62, Retired ,75,1,3634.76,2024-11-04 08:07:00,17,Monday,1,Low
921,TX000986,AC00278,121.17,2023-12-25 17:31:00, Debit , Phoenix ,,155.19.119.0,M053,ATM,68, Doctor ,158,1,12990.77,2024-11-04 08:10:00,17,Monday,1,Medium
923,TX002439,AC00432,537.71,2023-04-04 16:07:00,Credit,,D000073,146.69.70.214,M078,Online,19,Student,175,1,1806.08,2024-11-04 08:07:00,16,Tuesday,0,High
924,TX001974,AC00407,584.41,2023-01-02 16:51:00,Debit,Las Vegas,D000326,124.180.225.109,M051,ATM,23,Student,41,1,4475.22,2024-11-04 08:11:00,16,Monday,0,High
925,TX000401,AC00145,194.85,2023-09-12 16:50:00,Debit,Jacksonville,,148.234.210.167,M096,Online,23,Student,130,4,319.84,2024-11-04 08:08:00,16,Tuesday,0,Medium
926,TX001119,AC00202,461.25,2023-08-28 17:32:00,Credit,Sacramento,D000612,136.172.149.77,M044,Online,54,Doctor,171,1,$676.10,2024-11-04 08:09:00,17,Monday,0,High
927,TX000007,AC00199,,2023-02-15 16:36:00,Credit, Seattle ,D000241,140.212.253.222,M019,ATM,37,Doctor,139,1,13316.71,2024-11-04 08:10:00,16,Wednesday,0,
928,TX002316,AC00191,56.15,2023-12-28 18:53:00,Debit, Nashville ,D000336,216.79.134.201,M089,Branch,31, Doctor ,77,1,13265.92,2024-11-04 08:09:00,18,Thursday,0,Low
929,TX001652,AC00279,18.25,2023-08-16 16:41:00,Debit,Kansas City,D000179,39.129.125.110,M076,ATM,53, Doctor ,18,1,14328.29,2024-11-04 08:08:00,16,Wednesday,0,Low
930,TX001954,AC00275,27.44,2023-11-06 17:23:00,Debit,Boston,D000451,177.172.184.163,M057,ATM,62,Retired,164,1,"$5,950.48",2024-11-04 08:08:00,17,Monday,1,Low
931,TX000546,AC00045,204.56,2023-09-11 17:51:00,Credit,San Diego,D000094,44.197.126.59,M013,Branch,18,Student,179,1,364.72,2024-11-04 08:10:00,17,Monday,0,Medium
932,TX000409,AC00177,230.61,2023-09-04 16:41:00, Debit ,Raleigh,D000083,97.4.209.133,M076,Branch,80, Retired ,204,1,2561.42,2024-11-04 08:09:00,16,Monday,1,Medium
933,TX002255,AC00085,,2023-09-15 17:03:00, Debit ,Phoenix,D000429,200.136.146.93,M059,ATM,23,Student,81,1,1597.51,2024-11-04 08:07:00,17,Friday,0,
934,TX001927,AC00026,39.31,2023-10-30 17:24:00,Debit,Portland,D000394,203.197.235.35,M053,Online,25,Student,178,1,1236.38,2024-11-04 08:06:00,17,Monday,0,Low
935,TX001022,AC00083,,2023-02-15 17:33:00,Credit,Mesa,D000124,136.162.111.135,M090,Branch,26,Student,71,1,6430.86,2024-11-04 08:10:00,17,Wednesday,0,
936,TX001676,AC00091,49.84,2023-10-13 16:05:00,Debit,Chicago,D000290,212.220.106.248,M095,ATM,49,Doctor,146,1,7872.04,2024-11-04 08:07:00,16,Friday,0,Low
937,TX000444,AC00273,136.32,2023-10-11 18:50:00,Debit,Miami,D000548,217.233.219.196,M060,Online,19, Student ,113,1,264.83,2024-11-04 08:09:00,18,Wednesday,0,Medium
938,TX000638,AC00026,90.88,2023-02-20 16:48:00,Debit, Albuquerque ,D000449,196.244.194.198,M071,Branch,18, Student ,176,1,3908.47,2024-11-04 08:07:00,16,Monday,0,Low
939,TX001554,AC00286,47.23,2023-08-03 18:18:00,Credit,Memphis,D000031,188.225.207.71,M034,Online,73, Retired ,160,1,6659.81,2024-11-04 08:11:00,18,Thursday,1,Low
940,TX000811,AC00125,178.91,2023-03-15 16:37:00, Debit ,Omaha,D000041,35.67.21.23,M035,ATM,18,Student,19,1,8870.89,2024-11-04 08:07:00,16,Wednesday,0,Medium
941,TX001068,AC00248,48.77,2023-06-15 17:49:00,Credit, Austin ,,110.247.153.70,M013,Online,42,Engineer,51,1,"$2,040.16",2024-11-04 08:08:00,17,Thursday,0,Low
942,TX001651,AC00438,54.34,2023-12-25 18:03:00, Debit ,Albuquerque,D000582,5.74.9.122,M035,ATM,65,Doctor,46,1,8019.89,2024-11-04 08:11:00,18,Monday,1,Low
945,TX001521,AC00246,91.23,2023-05-15 16:13:00, Debit , Boston ,D000184,32.240.176.64,M003,ATM,72,Retired,86,1,6385.12,2024-11-04 08:08:00,16,Monday,1,Low
947,TX001284,AC00410,170.19,2023-07-07 17:40:00,Credit,Los Angeles,D000255,110.150.1.201,M077,Branch,27, Student ,156,5,745.87,2024-11-04 08:12:00,17,Friday,0,Medium
948,TX001220,AC00029,,2023-02-06 16:30:00,Debit,Seattle,D000315,106.244.1.47,M001,ATM,31, Engineer ,179,1,7581.7,2024-11-04 08:10:00,16,Monday,0,
949,TX001685,AC00219,,2023-06-19 17:58:00,Debit,Detroit,D000119,184.59.28.72,M097,Branch,77,Retired,121,1,6878.86,2024-11-04 08:10:00,17,Monday,1,
950,TX000292,AC00284,,2023-07-21 18:54:00, Debit ,Omaha,D000129,93.218.115.132,M067,Online,25,Student,126,1,$477.30,2024-11-04 08:12:00,18,Friday,0,
951,TX000178,AC00273,792.57,2023-05-22 16:22:00, Debit ,Baltimore,D000424,110.235.207.187,M059,ATM,19, Student ,164,1,770.37,2024-11-04 08:10:00,16,Monday,0,High
952,TX000151,AC00072,69.4,2023-07-24 18:08:00,Debit,Virginia Beach,D000413,216.151.64.40,M073,Online,80, Retired ,113,1,6452.77,2024-11-04 08:09:00,18,Monday,1,Low
953,TX000914,AC00386,254.21,2023-05-22 16:48:00,Debit, Phoenix ,D000487,137.33.78.168,M030,ATM,48,Engineer,46,1,2487.2,2024-11-04 08:10:00,16,Monday,0,Medium
955,TX000085,AC00140,154.71,2023-07-03 16:40:00,Debit, San Diego ,D000494,167.104.180.235,M030,Online,34,Doctor,157,1,1523.72,2024-11-04 08:09:00,16,Monday,0,Medium
956,TX001194,AC00178,138.82,2023-10-16 16:12:00,Debit,Fort Worth,D000493,83.207.115.164,M030,Online,77,Retired,53,1,3100.22,2024-11-04 08:11:00,16,Monday,1,Medium
957,TX002506,AC00377,577.12,2023-01-27 17:38:00,Debit,Virginia Beach,D000110,120.16.186.17,M075,ATM,39,Engineer,69,1,5265.88,2024-11-04 08:10:00,17,Friday,0,High
958,TX001033,AC00164,95.75,2023-07-12 16:54:00, Debit ,Los Angeles,D000040,190.92.63.219,M064,Branch,31,Engineer,169,1,337.62,2024-11-04 08:07:00,16,Wednesday,0,Low
960,TX002335,AC00016,1105.88,2023-03-06 17:37:00, Debit , Omaha ,D000159,41.82.55.163,M047,ATM,34, Engineer ,36,1,2636.32,2024-11-04 08:11:00,17,Monday,0,High
961,TX002098,AC00251,,2023-06-21 16:40:00, Debit ,Philadelphia,D000292,131.41.45.13,M009,Branch,53,Retired,165,1,3134.47,2024-11-04 08:07:00,16,Wednesday,0,
962,TX001256,AC00086,847.45,2023-06-19 16:24:00,Debit, Jacksonville ,D000469,151.247.130.190,M042,Branch,28,Student,175,1,$422.32,2024-11-04 08:09:00,16,Monday,0,High
963,TX000508,AC00491,37.57,2023-04-26 18:35:00, Debit ,El Paso,D000422,173.135.78.201,M048,ATM,57,Retired,42,1,7739.54,2024-11-04 08:09:00,18,Wednesday,0,Low
964,TX000527,AC00173,345.81,2023-06-26 16:10:00, Debit ,Raleigh,D000417,191.82.103.198,M099,Branch,40,Engineer,135,1,6116.8,2024-11-04 08:12:00,16,Monday,0,High
965,TX000834,AC00307,81.27,2023-11-07 16:36:00,Credit,,D000228,201.95.180.152,M051,Online,22,Student,68,1,1814.48,2024-11-04 08:10:00,16,Tuesday,0,Low
966,TX002090,AC00076,45.9,2023-07-04 18:55:00,Debit,Columbus,D000565,221.169.49.152,M002,Branch,56, Engineer ,264,1,5698.25,2024-11-04 08:07:00,18,Tuesday,0,Low
967,TX002236,AC00205,252.31,2023-03-29 16:10:00,Credit,Seattle,D000419,47.167.178.158,M037,ATM,26,Student,172,1,1584.6,2024-11-04 08:12:00,16,Wednesday,0,Medium
968,TX001126,AC00063,592.82,2023-09-14 17:25:00, Debit ,Memphis,D000450,193.108.17.115,M076,Online,74,Retired,248,1,7508.98,2024-11-04 08:12:00,17,Thursday,1,High
969,TX000633,AC00487,9.83,2023-07-24 17:04:00,Debit, ##### ,D000054,210.98.198.143,M004,ATM,24, Student ,86,1,666.42,2024-11-04 08:09:00,17,Monday,0,Low
970,TX000275,AC00454,1176.28,2023-12-20 16:08:00,Credit,Kansas City,D000476,50.202.8.53,M074,ATM,54,Engineer,174,5,323.69,2024-11-04 08:11:00,16,Wednesday,0,High
971,TX000699,AC00277,470.3,2023-09-12 18:46:00,Debit,Austin,D000695,41.110.46.150,M091,ATM,40,Doctor,88,1,8524.09,2024-11-04 08:08:00,18,Tuesday,0,High
972,TX000306,AC00431,,2023-06-16 17:21:00,Debit, Virginia Beach ,D000043,192.95.36.246,M089,Branch,78,Retired,126,1,2300.53,2024-11-04 08:09:00,17,Friday,1,
973,TX000871,AC00182,870.05,2023-08-31 16:42:00,Debit,El Paso,D000098,80.90.35.146,M077,ATM,29,Doctor,39,1,905.25,2024-11-04 08:11:00,16,Thursday,0,High
974,TX001138,AC00152,,2023-04-10 17:49:00,Debit,San Diego,D000335,24.181.236.233,M083,ATM,52, Engineer ,127,1,3798.09,2024-11-04 08:11:00,17,Monday,0,
975,TX000781,AC00030,456.93,2023-09-26 16:18:00, Credit , Virginia Beach ,D000587,214.67.148.245,M006,Branch,28,Engineer,193,1,7284.76,2024-11-04 08:09:00,16,Tuesday,0,High
976,TX001931,AC00239,302.63,2023-02-28 17:24:00, Credit , San Jose ,D000444,182.225.2.156,M052,Branch,27,Engineer,10,1,2801.28,2024-11-04 08:07:00,17,Tuesday,0,Medium
977,TX001823,AC00367,,2023-09-20 16:57:00,Debit, Baltimore ,D000657,150.25.200.56,M007,Online,24,Student,75,1,1665.58,2024-11-04 08:11:00,16,Wednesday,0,
979,TX000105,AC00170,129.94,2023-01-02 16:36:00,Debit,Las Vegas,D000647,111.226.226.202,M045,ATM,32,Engineer,235,1,"$7,954.92",2024-11-04 08:06:00,16,Monday,0,Medium
980,TX002042,AC00094,58.23,2023-07-26 17:25:00,Debit,Phoenix,D000504,200.22.195.243,M068,Online,28,Student,34,1,9189.76,2024-11-04 08:09:00,17,Wednesday,0,Low
981,TX002012,AC00248,,2023-09-04 16:13:00, Debit , Raleigh ,D000580,175.166.115.182,M091,Branch,23,Student,55,1,1729.02,2024-11-04 08:09:00,16,Monday,0,
982,TX001516,AC00468,170.36,2023-03-27 16:56:00, Debit , Indianapolis ,D000225,133.63.96.21,M091,ATM,30,Doctor,118,1,6034.73,2024-11-04 08:09:00,16,Monday,0,Medium
983,TX001717,AC00289,651.55,2023-03-10 17:34:00, Debit ,Phoenix,D000344,110.64.1.201,M043,Online,72,Retired,82,1,2325.78,2024-11-04 08:09:00,17,Friday,1,High
984,TX001168,AC00010,838.57,2023-06-26 16:08:00, Debit ,Phoenix,D000430,115.30.82.168,M040,ATM,41, Doctor ,273,1,14576.47,2024-11-04 08:11:00,16,Monday,0,High
985,TX001137,AC00032,341.67,2023-03-06 16:45:00,Debit,Omaha,D000160,140.94.123.72,M037,Branch,53,Retired,96,5,1442.29,2024-11-04 08:09:00,16,Monday,0,High
986,TX001460,AC00460,659.71,2023-05-05 16:10:00, Credit ,San Jose,D000095,150.83.4.238,M052,Branch,21,Student,148,1,106.86,2024-11-04 08:09:00,16,Friday,0,High
987,TX001926,AC00062,138.33,2023-07-07 17:58:00,Debit,Dallas,D000183,31.127.129.152,M011,Online,21,Student,69,1,232.56,2024-11-04 08:09:00,17,Friday,0,Medium
988,TX000825,AC00319,60.99,2023-08-01 17:14:00,Debit,Oklahoma City,D000651,5.50.152.168,M037,Branch,34,Engineer,58,1,7281.46,2024-11-04 08:07:00,17,Tuesday,0,Low
989,TX001607,AC00317,757.79,2023-01-02 16:30:00, Debit ,Charlotte,,49.174.157.140,M034,Online,22,Student,117,1,1443.02,2024-11-04 08:08:00,16,Monday,0,High
990,TX001499,AC00293,46.23,2023-05-29 17:45:00,Debit,Fresno,D000350,34.86.220.205,M015,Online,77,Retired,282,1,5107.75,2024-11-04 08:09:00,17,Monday,1,Low
991,TX000030,AC00313,56.17,2023-09-20 16:55:00,Debit,Detroit,D000297,33.28.138.82,M043,Branch,27, Student ,283,1,1351.69,2024-11-04 08:08:00,16,Wednesday,0,Low
992,TX002087,AC00029,1192.95,2023-12-04 18:30:00,Debit, Las Vegas ,D000227,71.93.189.160,M068,Branch,23, Student ,73,1,$325.15,2024-11-04 08:08:00,18,Monday,0,High
993,TX000276,AC00055,386.68,2023-10-31 16:48:00,Debit,New York,D000453,207.157.126.125,M019,Branch,46,Doctor,128,1,6863.06,2024-11-04 08:06:00,16,Tuesday,0,High
994,TX000942,AC00182,617.66,2023-01-30 16:34:00,Debit,Memphis,D000116,100.4.40.132,M036,ATM,41, Engineer ,40,1,"$5,906.58",2024-11-04 08:10:00,16,Monday,0,High
995,TX000343,AC00493,,2023-05-01 17:17:00,Debit, Los Angeles ,D000597,47.82.77.181,M023,Branch,27,Engineer,44,1,2798.15,2024-11-04 08:11:00,17,Monday,0,
996,TX001849,AC00154,371.86,2023-02-20 17:28:00,Debit,Miami,D000147,41.110.46.150,M073,ATM,46,Doctor,91,1,1329.45,2024-11-04 08:08:00,17,Monday,0,High
997,TX001618,AC00331,64.01,2023-10-30 18:14:00,Credit,Philadelphia,D000051,150.83.4.238,M061,Branch,19,Student,240,1,1225.69,2024-11-04 08:08:00,18,Monday,0,Low
998,TX001148,AC00052,409.59,2023-03-20 16:08:00,Debit,Albuquerque,,137.33.78.168,M042,Online,35,Doctor,50,1,14563.02,2024-11-04 08:11:00,16,Monday,0,High
999,TX000994,AC00144,29.91,2023-07-31 16:26:00,Credit,Philadelphia,,113.21.93.28,M034,Online,76,Retired,43,3,2834.84,2024-11-04 08:08:00,16,Monday,1,Low
1000,TX000244,AC00400,78.33,2023-07-31 16:13:00, Credit , Memphis ,D000191,85.240.254.83,M069,Online,56,Engineer,189,1,7255.33,2024-11-04 08:08:00,16,Monday,0,Low
1001,TX001443,AC00266,452.8,2023-11-24 16:45:00,Debit, Los Angeles ,D000527,211.45.75.44,M034,Branch,80, Retired ,151,1,4840.67,2024-11-04 08:07:00,16,Friday,1,High
1002,TX001034,AC00032,43.91,2023-08-17 18:31:00,Debit,Albuquerque,,149.84.108.18,M073,Online,27,Student,86,1,"$1,806.68",2024-11-04 08:12:00,18,Thursday,0,Low
